
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
1,	"lattice lstm. arXiv preprint arXiv:1805.02023.  

# A Dataset Details  

# A.1 Part-of-Speech Tagging  

Datasets We conduct experiments on three widely used benchmark, i.e., Chinese Treebank $5.0^{2}/6.0^{3}$ and $\mathrm{UD1.4^{4}}$ .  

CTB5 is a Chinese dataset for tagging and parsing, which contains 507,222 words, 824,983 characters and 18,782 sentences extracted from newswire sources, including 698 articles from Xinhua (1994-1998), 55 articles from Information Services Department of HKSAR (1997) and 132 articles from Sinorama Magazine (1996-1998 & 2000-2001).  

CTB6 is an extension of CTB5, containing 781,351 words, 1,285,149 characters and 28,295 sentences.  

UD is the abbreviation of Universal Dependencies, which is a framework for consistent annotation of grammar (parts of speech, morphological features, and syntactic dependencies) across different human languages. In this work, we use UD1.4 for Chinese POS tagging.  

# A.2 Named Entity Recognition  

Datasets For the NER task, we consider both Chinese datasets, i.e., OntoNotes $.4.0^{5}$ and MSRA6 , and English datasets, i.e., CoNLL2003  and OntoNote $\div5.0^{8}$ .  

CoNLL2003 is an English dataset with 4 entity types: Location, Organization, Person and Miscellaneous. We followed data processing protocols in (Ma and Hovy, 2016).  

English OntoNotes5.0 consists of texts from a wide variety of sources and contains 18 entity types. We use the standard train/dev/test split of CoNLL2012 shared task.  

Chinese MSRA performs as a Chinese benchmark dataset containing 3 entity types. Data in MSRA is collected from news domain. Since the development set is not provided in the original MSRA dataset, we randomly split the training set into training and development splits by 9:1. We use the official test set for evaluation.  

Chinese OntoNotes4.0 is a Chinese dataset and consists of texts from news domain, which has 18 entity types. In this paper, we take the same data split as Wu et al. (2019) did.  

# A.3 Machine Reading Comprephension  

Datasets For MRC task, we use three datasets: $\mathrm{SQuADv1.1/v2.0^{9}}$ and Queref  datasets.  

SQuAD v1.1 and SQuAD $\mathbf{v}2.\mathbf{0}$ are the most widely used QA benchmarks. SQuAD1.1 is a collection of 100K crowdsourced question-answer pairs, and SQuAD2.0 extends SQuAD1.1 allowing no short answer exists in the provided passage.  

Quoref is a QA dataset which tests the coreferential reasoning capability of reading comprehension systems, containing 24K questions over 4.7K paragraphs from Wikipedia.  

# A.4 Paraphrase Identification  

Datasets Experiments are conducted on two PI datasets: $\mathbf{M}\mathbf{R}\mathbf{P}\mathbf{C}^{11}$ and $\mathsf{Q Q P}^{12}$ .  

MRPC is a corpus of sentence pairs automatically extracted from online news sources, with human annotations of whether the sentence pairs are semantically equivalent. The MRPC dataset has imbalanced classes (6800 pairs in total, and $68\%$ for positive, $32\%$ for negative).  

QQP is a collection of question pairs from the community question-answering website Quora. The class distribution in QQP is also unbalanced (over 400,000 question pairs in total, and $37\%$ for positive, $63\%$ for negative)."
2,	"results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

# 4 Experiments  

We evaluated the proposed method on four NLP tasks, part-of-speech tagging, named entity recognition, machine reading comprehension and paraphrase identification. Hyperparameters are tuned on the corresponding development set of each dataset. More experiment details including datasets and hyperparameters are shown in supplementary material.  

# 4.1 Part-of-Speech Tagging  

Settings Part-of-speech tagging (POS) is the task of assigning a part-of-speech label (e.g., noun, verb, adjective) to each word in a given text. In this paper, we choose BERT (Devlin et al., 2018) as the backbone and conduct experiments on three widely used Chinese POS datasets including Chinese Treebank (Xue et al., 2005) $5.0/6.0$ and UD1.4 and English datasets including Wall Street Journal (WSJ) and the dataset proposed by Ritter et al. (2011). We report the span-level micro-averaged precision, recall and F1 for evaluation.  

# Baselines We used the following baselines:  

Joint-POS: Shao et al. (2017) jointly learns Chinese word segmentation and POS. Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice network. Bert-Tagger: Devlin et al. (2018) treats partof-speech as a tagging task.  

Results Table 3 presents the experimental results on Chinese datasets. As can be seen, the proposed DSC loss outperforms the best baseline results by a large margin, i.e., outperforming BERT-tagger by $+1.86$ in terms of F1 score on CTB5, $+1.80$ on CTB6 and $+2.19$ on UD1.4. As far as we know, we are achieving SOTA performances on the three datasets. Focal loss only obtains a little performance improvement on CTB5 and CTB6, and the dice loss obtains huge gain on CTB5 but not on CTB6, which indicates the three losses are not consistently robust in solving the data imbalance issue.  

Table 4 presents the experimental results for English datasets.  

  

  

  
Table 5: Experimental results for NER task.  

# 4.2 Named Entity Recognition  

Settings Named entity recognition (NER) is the task of detecting the span and semantic category of entities within a chunk of text. Our implementation uses the current state-of-the-art model proposed by Li et al. (2019) as the backbone, and changes the MLE loss to DSC loss. Datasets that we use include OntoNotes4.0 (Pradhan et al., 2011), MSRA (Levow, 2006), CoNLL2003 (Sang and Meulder, 2003) and OntoNotes5.0 (Pradhan et al., 2013). We report span-level micro-averaged precision, recall and F1.  

Baselines We use the following baselines:  

ELMo: a tagging model with pretraining from Peters et al. (2018).   
Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice, only used in Chinese datasets.   
CVT: Clark et al. (2018) uses Cross-View Training(CVT) to improve the representations of a Bi-LSTM encoder.   
Bert-Tagger: Devlin et al. (2018) treats NER as a tagging task.   
Glyce-BERT: Wu et al. (2019) combines Chinese glyph information with BERT pretraining.   
BERT-MRC: Li et al. (2019) formulates NER as a machine reading comprehension task and achieves SOTA results on Chinese and English NER benchmarks.  

Results Table 5 shows experimental results on NER datasets. DSC outperforms BERT-MRC(Li et al., 2019) by $+0.29$ ,$+0.96$ ,$+0.97$ and $+2.36$ respectively on CoNLL2003, OntoNotes5.0, MSRA and OntoNotes4.0. As far as we are concerned, we are setting new SOTA performances on all of the four NER datasets.  

# 4.3 Machine Reading Comprehension  

Settings The task of machine reading comprehension (MRC) (Seo et al., 2016; Wang et al., 2016; Wang and Jiang, 2016; Wang et al., 2016; Shen et al., 2017; Chen et al., 2017) predicts the answer span in the passage given a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019)."
    ```
    
The model variant that has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model is XLNet+DSC. According to the data from IMAGE_8, XLNet+DSC achieves an F1 score of 95.77 for QuoRef, which is an improvement of +1.25 over the base XLNet model that has an F1 score of 94.52.
mm_response:
['The model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model, with an improvement of +1.41.', 'The model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model, with an improvement of +0.79.', "The model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model. The F1 score for XLNet+DSC is 95.77, which is an improvement of +1.25 over the base XLNet model's F1 score of 94.52."]
merged_mm_response:
Analyzing the Responses:
- The first response states that the model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset with an improvement of +1.41.
- The second response states that the model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset with an improvement of +0.79.
- The third response states that the model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset with an improvement of +1.25.

Reasonably Determine:
There is a contradiction between the first and second responses regarding the exact improvement in F1 score (+1.41 vs. +0.79). However, the third response provides a more detailed breakdown of the F1 scores, stating that the F1 score for XLNet+DSC is 95.77, which is an improvement of +1.25 over the base XLNet model's F1 score of 94.52. This response aligns with the first response in terms of the model variant being XLNet+DSC and provides a specific numerical improvement that is consistent with the first response.

Provide a Unified Answer:
The model variant XLNet+DSC has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model, with an improvement of +1.25. This information is consistent with the detailed breakdown provided in the third response and aligns with the first response, which also indicates a higher improvement than the second response.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"CHINESE ONTONOTES 4.0",	"EVENT",	"CHINESE ONTONOTES 4.0 is another dataset used for evaluating named entity recognition models, where BERT-MRC+DSC achieves a F1 score of 84.47. It is also mentioned as a dataset used for named entity recognition experiments, proposed by Pradhan et al. in 2011.",	2
1,	"ONTONOTES4.0",	"EVENT",	"OntoNotes4.0 is a dataset used in the paper for the named entity recognition task.",	0
2,	"ENGLISH ONTONOTES 5.0",	"EVENT",	"A dataset used for evaluating the performance of different models in natural language processing tasks, including named entity recognition.",	7
3,	"ONTONOTES5.0",	"EVENT",	"OntoNotes5.0 is a dataset used in the paper for the named entity recognition task. A named entity recognition task with 1.96M negative and 239K positive samples, resulting in a ratio of 8.18.",	2
4,	"ONTONOTES",	"DATASET",	"OntoNotes is a dataset used for Named Entity Recognition, consisting of texts from various sources and containing multiple entity types.",	2
5,	"CHINESE ONTO4.0",	"GEO",	"Chinese Onto4.0 is a dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the Chinese Onto4.0 dataset.",	4
6,	"IMAGE_7",	"ORI_IMG",	"The image is a table labeled 'Table 5: Experimental results for NER task.' The table is divided into two main sections, each representing different datasets: Chinese MSRA and Chinese OntoNotes 4.0. Each section contains rows listing various models used for Named Entity Recognition (NER) tasks and their corresponding performance metrics: Precision (Prec.), Recall (Rec.), and F1 score. For the Chinese MSRA dataset, the models listed are Lattice-LSTM, BERT-Tagger, Glyce-BERT, BERT-MRC, BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The highest F1 score is achieved by BERT-MRC+DSC with a value of 96.72. For the Chinese OntoNotes 4.0 dataset, the same models are listed, and the highest F1 score is also achieved by BERT-MRC+DSC with a value of 84.47. The table highlights the performance improvements of the DSC loss over other models, with specific gains indicated in parentheses next to the F1 scores.",	4
7,	"CHINESE MSRA",	"EVENT",	"CHINESE MSRA is a dataset used for evaluating named entity recognition models, where BERT-MRC+DSC achieves a F1 score of 96.72. It is also mentioned as a dataset used for named entity recognition experiments, proposed by Levow in 2006.",	2
8,	"CONLL2003",	"EVENT",	"CoNLL2003 is an English dataset with 4 entity types used for Named Entity Recognition.",	2
9,	"CONLL2012",	"EVENT",	"CoNLL2012 is the shared task event that provided the standard train/dev/test split for the OntoNotes5.0 dataset.",	0
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"ENGLISH ONTONOTES 5.0",	"The BERT-Tagger model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	16
1,	"ENGLISH ONTONOTES 5.0",	"IMAGE_6",	"English OntoNotes 5.0是从image_6中提取的实体。",	10.0,	15
2,	"BERT-MRC+DSC",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DSC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	14
3,	"BERT-MRC+DSC",	"IMAGE_7",	"BERT-MRC+DSC是从image_7中提取的实体。",	10.0,	11
4,	"BERT-MRC+FL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+FL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
5,	"BERT-MRC+DL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
6,	"BERT-MRC+DSC",	"CHINESE MSRA",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
7,	"BERT-MRC+DSC",	"CHINESE ONTONOTES 4.0",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
8,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
9,	"CVT (CLARK ET AL., 2018)",	"ENGLISH ONTONOTES 5.0",	"The CVT model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
10,	"CHINESE ONTO4.0",	"TVERSKY INDEX",	"Tversky Index is used with the Chinese OntoNotes4.0 dataset to explore the effect of hyperparameters on performance.",	7.0,	9
11,	"IMAGE_1",	"ONTONOTES5.0",	"OntoNotes5.0 NER是从image_1中提取的实体。",	10.0,	8
12,	"CHINESE ONTO4.0",	"Performance Metrics Table",	"The table contains performance metrics for the Chinese Onto4.0 dataset.",	9.0,	7
13,	"CHINESE ONTONOTES 4.0",	"IMAGE_7",	"Chinese OntoNotes 4.0是从image_7中提取的实体。",	10.0,	6
14,	"CHINESE MSRA",	"IMAGE_7",	"Chinese MSRA是从image_7中提取的实体。",	10.0,	6
15,	"IMAGE_7",	"TABLE 5",	"IMAGE_7" is the image of "TABLE 5".",	10.0,	6
16,	"ALPHA VALUES",	"CHINESE ONTO4.0",	"Performance metrics for Chinese Onto4.0 vary with different alpha values.",	8.0,	6
17,	"CHINESE ONTO4.0",	"WU ET AL.",	"Chinese OntoNotes4.0 uses the same data split as Wu et al.",	6.0,	5
18,	"CONLL03",	"ONTONOTES5.0",	"Both are named entity recognition tasks but OntoNotes5.0 has a larger dataset size and higher ratio of negative to positive samples.",	7.0,	4
19,	"CONLL2003",	"ONTONOTES",	"CoNLL2003 and OntoNotes are both datasets used for Named Entity Recognition.",	6.0,	4
20,	"CONLL2003",	"MA AND HOVY, 2016",	"The data processing protocols for CoNLL2003 were followed as described in Ma and Hovy, 2016.",	6.0,	3
21,	"MSRA",	"ONTONOTES",	"MSRA is a Chinese benchmark dataset that is part of the OntoNotes collection.",	6.0,	3
    ```
    -----Sources-----
    ```csv
    "id",	"content"
0,	"results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

# 4 Experiments  

We evaluated the proposed method on four NLP tasks, part-of-speech tagging, named entity recognition, machine reading comprehension and paraphrase identification. Hyperparameters are tuned on the corresponding development set of each dataset. More experiment details including datasets and hyperparameters are shown in supplementary material.  

# 4.1 Part-of-Speech Tagging  

Settings Part-of-speech tagging (POS) is the task of assigning a part-of-speech label (e.g., noun, verb, adjective) to each word in a given text. In this paper, we choose BERT (Devlin et al., 2018) as the backbone and conduct experiments on three widely used Chinese POS datasets including Chinese Treebank (Xue et al., 2005) $5.0/6.0$ and UD1.4 and English datasets including Wall Street Journal (WSJ) and the dataset proposed by Ritter et al. (2011). We report the span-level micro-averaged precision, recall and F1 for evaluation.  

# Baselines We used the following baselines:  

Joint-POS: Shao et al. (2017) jointly learns Chinese word segmentation and POS. Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice network. Bert-Tagger: Devlin et al. (2018) treats partof-speech as a tagging task.  

Results Table 3 presents the experimental results on Chinese datasets. As can be seen, the proposed DSC loss outperforms the best baseline results by a large margin, i.e., outperforming BERT-tagger by $+1.86$ in terms of F1 score on CTB5, $+1.80$ on CTB6 and $+2.19$ on UD1.4. As far as we know, we are achieving SOTA performances on the three datasets. Focal loss only obtains a little performance improvement on CTB5 and CTB6, and the dice loss obtains huge gain on CTB5 but not on CTB6, which indicates the three losses are not consistently robust in solving the data imbalance issue.  

Table 4 presents the experimental results for English datasets.  

  

  

  
Table 5: Experimental results for NER task.  

# 4.2 Named Entity Recognition  

Settings Named entity recognition (NER) is the task of detecting the span and semantic category of entities within a chunk of text. Our implementation uses the current state-of-the-art model proposed by Li et al. (2019) as the backbone, and changes the MLE loss to DSC loss. Datasets that we use include OntoNotes4.0 (Pradhan et al., 2011), MSRA (Levow, 2006), CoNLL2003 (Sang and Meulder, 2003) and OntoNotes5.0 (Pradhan et al., 2013). We report span-level micro-averaged precision, recall and F1.  

Baselines We use the following baselines:  

ELMo: a tagging model with pretraining from Peters et al. (2018).   
Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice, only used in Chinese datasets.   
CVT: Clark et al. (2018) uses Cross-View Training(CVT) to improve the representations of a Bi-LSTM encoder.   
Bert-Tagger: Devlin et al. (2018) treats NER as a tagging task.   
Glyce-BERT: Wu et al. (2019) combines Chinese glyph information with BERT pretraining.   
BERT-MRC: Li et al. (2019) formulates NER as a machine reading comprehension task and achieves SOTA results on Chinese and English NER benchmarks.  

Results Table 5 shows experimental results on NER datasets. DSC outperforms BERT-MRC(Li et al., 2019) by $+0.29$ ,$+0.96$ ,$+0.97$ and $+2.36$ respectively on CoNLL2003, OntoNotes5.0, MSRA and OntoNotes4.0. As far as we are concerned, we are setting new SOTA performances on all of the four NER datasets.  

# 4.3 Machine Reading Comprehension  

Settings The task of machine reading comprehension (MRC) (Seo et al., 2016; Wang et al., 2016; Wang and Jiang, 2016; Wang et al., 2016; Shen et al., 2017; Chen et al., 2017) predicts the answer span in the passage given a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019)."
1,	"# Dice Loss for Data-imbalanced NLP Tasks  

# Xiaoya $\mathrm{Li^{2}}$ , Xiaofei $\mathbf{Sun^{\pmb{\ast}}}$ , Yuxian Meng♣, Junjun Liang♣, Fei $\mathbf{W}\mathbf{u}^{\star}$ and Jiwei $\mathrm{Li}^{\omega\bullet}$  

♠Department of Computer Science and Technology, Zhejiang University ♣Shannon.AI xiaoya li, xiaofei sun, yuxian meng, jiwei li @shannonai.com, wufei $@$ cs.zju.edu.cn  

# Abstract  

Many NLP tasks such as tagging and machine reading comprehension (MRC) are faced with the severe data imbalance issue: negative examples significantly outnumber positive ones, and the huge number of easy-negative examples overwhelms training. The most commonly used cross entropy criteria is actually accuracy-oriented, which creates a discrepancy between training and test. At training time, each training instance contributes equally to the objective function, while at test time F1 score concerns more about positive examples.  

In this paper, we propose to use dice loss in replacement of the standard cross-entropy objective for data-imbalanced NLP tasks. Dice loss is based on the Sørensen–Dice coefficient (Sorensen, 1948) or Tversky index (Tversky, 1977), which attaches similar importance to false positives and false negatives, and is more immune to the data-imbalance issue. To further alleviate the dominating influence from easy-negative examples in training, we propose to associate training examples with dynamically adjusted weights to deemphasize easy-negative examples. Experimental results show that this strategy narrows down the gap between the F1 score in evaluation and the dice loss in training.  

With the proposed training objective, we observe significant performance boosts over a wide range of data imbalanced NLP tasks. Notably, we are able to achieve SOTA results on CTB5, CTB6 and UD1.4 for the part of speech tagging task, and competitive or even better results on CoNLL03, OntoNotes5.0, MSRA and OntoNotes4.0 for the named entity recognition task along with the machine reading comprehension and paraphrase identification tasks. The code can be found at https://github.com/ShannonAI/ dice_loss_for_NLP.  

  

Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.  

# 1 Introduction  

Data imbalance is a common issue in a variety of NLP tasks such as tagging and machine reading comprehension. Table 1 gives concrete examples: for the Named Entity Recognition (NER) task (Sang and De Meulder, 2003; Nadeau and Sekine, 2007), most tokens are backgrounds with tagging class $O$ . Specifically, the number of tokens with tagging class $O$ is 5 times as many as those with entity labels for the CoNLL03 dataset and 8 times for the OntoNotes5.0 dataset; Dataimbalanced issue is more severe for MRC tasks (Rajpurkar et al., 2016; Nguyen et al., 2016; Rajpurkar et al., 2018; Koˇcisk\`y et al., 2018; Dasigi et al., 2019) with the value of negative-positive ratio being 50-200, which is due to the reason that the task of MRC is usually formalized as predicting the starting and ending indexes conditioned on the query and the context, and given a chunk of text of an arbitrary length, only two tokens are positive (or of interest) with all the rest being background.  

Data imbalance results in the following two issues: (1) the training-test discrepancy: Without balancing the labels, the learning process tends to converge to a point that strongly biases towards class with the majority label. This actually creates a discrepancy between training and test: at training time, each training instance contributes equally to the objective function, whereas at test time, F1 gives equal weight to positive and negative examples; (2) the overwhelming effect of easy-negative examples. As pointed out by Meng et al. (2019), a significantly large number of negative examples also means that the number of easy-negative example is large. The huge number of easy examples tends to overwhelm the training, making the model not sufficiently learn to distinguish between positive examples and hard-negative examples. The crossentropy objective (CE for short) or maximum likelihood (MLE) objective, which is widely adopted as the training objective for data-imbalanced NLP tasks (Lample et al., 2016; Wu et al., 2019; Devlin et al., 2018; Yu et al., 2018a; McCann et al., 2018; Ma and Hovy, 2016; Chen et al., 2017), handles neither of the issues.  

To handle the first issue, we propose to replace CE or MLE with losses based on the Sørensen–Dice coefficient (Sorensen, 1948) or Tversky index (Tversky, 1977). The Sørensen–Dice coefficient, dice loss for short, is the harmonic mean of precision and recall. It attaches equal importance to false positives (FPs) and false negatives (FNs) and is thus more immune to data-imbalanced datasets. Tversky index extends dice loss by using a weight that trades precision and recall, which can be thought as the approximation of the $F_{\beta}$ score, and thus comes with more flexibility. Therefore, we use dice loss or Tversky index to replace CE loss to address the first issue.  

Only using dice loss or Tversky index is not enough since they are unable to address the dominating"
2,	"lattice lstm. arXiv preprint arXiv:1805.02023.  

# A Dataset Details  

# A.1 Part-of-Speech Tagging  

Datasets We conduct experiments on three widely used benchmark, i.e., Chinese Treebank $5.0^{2}/6.0^{3}$ and $\mathrm{UD1.4^{4}}$ .  

CTB5 is a Chinese dataset for tagging and parsing, which contains 507,222 words, 824,983 characters and 18,782 sentences extracted from newswire sources, including 698 articles from Xinhua (1994-1998), 55 articles from Information Services Department of HKSAR (1997) and 132 articles from Sinorama Magazine (1996-1998 & 2000-2001).  

CTB6 is an extension of CTB5, containing 781,351 words, 1,285,149 characters and 28,295 sentences.  

UD is the abbreviation of Universal Dependencies, which is a framework for consistent annotation of grammar (parts of speech, morphological features, and syntactic dependencies) across different human languages. In this work, we use UD1.4 for Chinese POS tagging.  

# A.2 Named Entity Recognition  

Datasets For the NER task, we consider both Chinese datasets, i.e., OntoNotes $.4.0^{5}$ and MSRA6 , and English datasets, i.e., CoNLL2003  and OntoNote $\div5.0^{8}$ .  

CoNLL2003 is an English dataset with 4 entity types: Location, Organization, Person and Miscellaneous. We followed data processing protocols in (Ma and Hovy, 2016).  

English OntoNotes5.0 consists of texts from a wide variety of sources and contains 18 entity types. We use the standard train/dev/test split of CoNLL2012 shared task.  

Chinese MSRA performs as a Chinese benchmark dataset containing 3 entity types. Data in MSRA is collected from news domain. Since the development set is not provided in the original MSRA dataset, we randomly split the training set into training and development splits by 9:1. We use the official test set for evaluation.  

Chinese OntoNotes4.0 is a Chinese dataset and consists of texts from news domain, which has 18 entity types. In this paper, we take the same data split as Wu et al. (2019) did.  

# A.3 Machine Reading Comprephension  

Datasets For MRC task, we use three datasets: $\mathrm{SQuADv1.1/v2.0^{9}}$ and Queref  datasets.  

SQuAD v1.1 and SQuAD $\mathbf{v}2.\mathbf{0}$ are the most widely used QA benchmarks. SQuAD1.1 is a collection of 100K crowdsourced question-answer pairs, and SQuAD2.0 extends SQuAD1.1 allowing no short answer exists in the provided passage.  

Quoref is a QA dataset which tests the coreferential reasoning capability of reading comprehension systems, containing 24K questions over 4.7K paragraphs from Wikipedia.  

# A.4 Paraphrase Identification  

Datasets Experiments are conducted on two PI datasets: $\mathbf{M}\mathbf{R}\mathbf{P}\mathbf{C}^{11}$ and $\mathsf{Q Q P}^{12}$ .  

MRPC is a corpus of sentence pairs automatically extracted from online news sources, with human annotations of whether the sentence pairs are semantically equivalent. The MRPC dataset has imbalanced classes (6800 pairs in total, and $68\%$ for positive, $32\%$ for negative).  

QQP is a collection of question pairs from the community question-answering website Quora. The class distribution in QQP is also unbalanced (over 400,000 question pairs in total, and $37\%$ for positive, $63\%$ for negative)."
    ```
    
The OntoNotes4.0 dataset is used for both Chinese and English Named Entity Recognition tasks. (1) Chinese OntoNotes 4.0 is mentioned as a dataset used for named entity recognition experiments in Chinese. (2) OntoNotes4.0 is also mentioned in the context of English datasets, indicating its use in English Named Entity Recognition tasks as well.
mm_response:
['The OntoNotes4.0 dataset used for the Named Entity Recognition task is Chinese.']
merged_mm_response:
Analyze the Responses:
The provided response states that the OntoNotes4.0 dataset used for the Named Entity Recognition task is Chinese. There is no contradiction, repetition, or inconsistency in the response as it directly answers the user's query.

Reasonably Determine:
Based on the provided information, the response accurately addresses the user's query by stating that the OntoNotes4.0 dataset used for the Named Entity Recognition task is Chinese.

Provide a Unified Answer:
The OntoNotes4.0 dataset used for the Named Entity Recognition task is Chinese.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"$\ALPHA_{I}$",	"EVENT",	"$\alpha_{i}$ is the weighting factor associated with instance $x_{i}$, used to adjust the Cross Entropy Loss equation.",	4
1,	"CROSS ENTROPY LOSS",	"EVENT",	"Cross Entropy Loss is a method used to calculate the loss in classification problems, where each instance contributes equally to the final objective.",	3
2,	"CROSS-ENTROPY",	"CONCEPT",	"Cross-entropy is discussed as an accuracy-oriented objective, compared to the proposed losses which are soft versions of F1 score.",	0
3,	"$X_{I}$",	"EVENT",	"$x_{i}$ represents an instance in the training set, associated with a binary label and contributes to the calculation of Cross Entropy Loss and Dice Coefficient.",	3
